StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q189,Q191,Q190,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,Q241,Q233,Q213,Q197_First Click,Q197_Last Click,Q197_Page Submit,Q197_Click Count,Q242,Q213,Q201,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,Q263,Q216,Q206,Q133_First Click,Q133_Last Click,Q133_Page Submit,Q133_Click Count,Q244,Q160,Q9,Q134_First Click,Q134_Last Click,Q134_Page Submit,Q134_Click Count,Q245,Q206,Q9,Q135_First Click,Q135_Last Click,Q135_Page Submit,Q135_Click Count,Q246,Q215,Q9,Q136_First Click,Q136_Last Click,Q136_Page Submit,Q136_Click Count,Q247,Q212,Q9,Q137_First Click,Q137_Last Click,Q137_Page Submit,Q137_Click Count,Q248,Q218,Q9,Q138_First Click,Q138_Last Click,Q138_Page Submit,Q138_Click Count,Q249,Q219,Q9,Q139_First Click,Q139_Last Click,Q139_Page Submit,Q139_Click Count,Q250,Q217,Q9,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,Q251,Q222,Q9,Q141_First Click,Q141_Last Click,Q141_Page Submit,Q141_Click Count,Q252,Q220,Q9,Q142_First Click,Q142_Last Click,Q142_Page Submit,Q142_Click Count,Q253,Q221,Q240,Q143_First Click,Q143_Last Click,Q143_Page Submit,Q143_Click Count,Q254,Q224,Q9,Q144_First Click,Q144_Last Click,Q144_Page Submit,Q144_Click Count,Q255,Q225,Q9,Q145_First Click,Q145_Last Click,Q145_Page Submit,Q145_Click Count,Q256,Q223,Q9,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q257,Q226,Q9,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q258,Q228,Q9,Q148_First Click,Q148_Last Click,Q148_Page Submit,Q148_Click Count,Q259,Q230,Q9,Q149_First Click,Q149_Last Click,Q149_Page Submit,Q149_Click Count,Q260,Q227,Q9,Q150_First Click,Q150_Last Click,Q150_Page Submit,Q150_Click Count,Q261,Q229,Q9,Q151_First Click,Q151_Last Click,Q151_Page Submit,Q151_Click Count,Q262,Q232,Q9,Q234,Q235,Q236,Q237,SubjNumTest_1,SubjNumTest_2,Q239_1,MoralDes_Intuition_1,MoralDes_Intuition_2,MoralDes_Intuition_3,MoralDes_Delib_1,MoralDes_Delib_2,MoralDes_Delib_3,MoralDes_Integration_1,MoralDes_Integration_2,MoralDes_Integration_3,MoralDes_Rules_1,MoralDes_Rules_2,MoralDes_Rules_3,MoralDes_Rules_1,MoralDes_Rules_2,MoralDes_Rules_3,Q19,Q19_3_TEXT,Q20,Q21,Q24,Q26,Q168,Q28,Q28_8_TEXT,Q30,Q32,Q33,Q34,Q35,Q192,PROLIFIC_PID,PageCount,blockOrder,blockName
2025-02-24 08:10:19,2025-02-24 08:10:57,Survey Preview,,100,37,True,2025-02-24 08:10:57,R_7GqZlUayHmIhlXv,,,,,36.0251,-78.9217,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 15:41:10,2025-02-27 15:41:59,Survey Preview,,100,49,True,2025-02-27 15:41:59,R_138k1CSdILg26Bd,,,,,36.0251,-78.9217,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 17:47:37,2025-02-27 17:47:59,Survey Preview,,100,22,True,2025-02-27 17:47:59,R_7j9xIw86VlmW7tn,,,,,36.0229,-78.9464,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-24 11:49:28,2025-03-24 11:58:48,Survey Preview,,100,559,True,2025-03-24 11:58:49,R_6Ov0hB4ooniNRTw,,,,,36.0229,-78.9464,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,8.679,52.578,53.401,6,,,,6.925,22.311,23.117,5,,,,4.601,16.687,17.608,4,,,,9.458,23.884,24.743,5,,,,5.472,16.326,17.683,5,,,,5.627,37.739,38.614,11,,,,6.796,13.347,14.454,4,,,,3.493,24.878,25.8,14,,,,5.465,19.444,20.851,6,,,,8.997,22.542,23.312,15,,,,7.468,33.997,34.7,18,,,,7.142,16.071,16.81,4,,,,7.922,20.684,21.924,6,,,,5.903,12.773,14.08,4,,,,5.074,12.52,13.611,4,,,,4.373,18.734,19.523,8,,,,8.213,14.873,15.844,3,,,,13.364,24.527,25.35,4,,,,5.62,9.064,9.652,3,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,Right-handed,Prefer not to answer,VOID,,,Other,,,Married,No schooling completed,Employed for wages full-time,"$0 - $20,000",,,,,
2025-03-24 19:42:42,2025-03-24 20:08:43,Survey Preview,,100,1561,True,2025-03-24 20:08:44,R_6TYvdwAiQwoo6zv,,,,,36.0229,-78.9464,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,9.259,31.861,32.854,4,,,,7.835,42.515,45.283,5,,,,7.375,20.488,21.567,4,,,,9.949,24.084,25.93,4,,,,23.956,79.932,81.042,3,,,,8.915,47.825,49.283,5,,,,13.375,31.442,32.331,4,,,,10.859,27.115,27.949,4,,,,7.375,26.556,27.939,4,,,,6.67,27.019,28.008,4,,,,6.298,31.528,32.261,4,,,,6.241,59.741,86.312,5,,,,7.782,18.717,20.321,4,,,,10.05,34.733,37.108,3,,,,21.838,47.269,49.469,3,,,,33.358,52.941,54.131,4,,,,13.987,36.819,37.702,3,,,,27.176,44.58,45.908,3,,,,26.858,57.101,57.952,4,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,Right-handed,White,23,,,"Judaism,Muslim/Islam,Daoism",,,Married,Nursery school to 8th grade,Employed for wages full-time,"$0 - $20,000",,,,,
2025-03-28 08:56:50,2025-03-28 08:57:06,Survey Preview,,100,15,True,2025-03-28 08:57:06,R_6rMHeAUiSBHzEdH,,,,,36.0229,-78.9464,preview,EN,Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-30 18:22:12,2025-03-30 18:22:39,Survey Preview,,100,26,True,2025-03-30 18:22:39,R_1CppAkVid7BzfK6,,,,,36.0229,-78.9464,preview,EN,Desktop or laptop,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-30 19:15:27,2025-03-30 19:15:40,Survey Preview,,100,12,True,2025-03-30 19:15:40,R_1L6A6KHsTRiJFWj,,,,,36.0229,-78.9464,preview,EN,Tablet,Yes,span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31 07:24:15,2025-03-31 07:24:48,Survey Preview,,100,32,True,2025-03-31 07:24:48,R_3opRyEbLRZVwDhD,,,,,36.0229,-78.9464,preview,EN,Tablet,No,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31 07:25:31,2025-03-31 07:28:16,Survey Preview,,100,165,True,2025-03-31 07:28:17,R_3FbxVnpSlbLNmNc,,,,,36.0229,-78.9464,preview,EN,Desktop or laptop,Yes,english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31 07:31:10,2025-03-31 07:31:25,Survey Preview,,100,14,True,2025-03-31 07:31:25,R_3uMYUsfoJQ0EP5f,,,,,36.0229,-78.9464,preview,EN,Desktop or laptop,Yes,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31 07:32:28,2025-03-31 07:32:38,Survey Preview,,100,9,True,2025-03-31 07:32:39,R_3MoqRrddpNLtKY5,,,,,36.0229,-78.9464,preview,EN,Desktop or laptop,Yes,english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31 08:07:57,2025-03-31 08:08:14,Survey Preview,,100,17,True,2025-03-31 08:08:15,R_6daDMG4Euf09h6f,,,,,36.0229,-78.9464,preview,EN,Desktop or laptop,Yes,spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31 08:16:19,2025-03-31 08:17:39,Survey Preview,,100,79,True,2025-03-31 08:17:39,R_6MPzMGwLnzM17Va,,,,,36.0229,-78.9464,preview,EN,Desktop or laptop,Yes,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-01 04:50:24,2025-04-01 04:51:43,IP Address,99.92.48.185,100,79,True,2025-04-01 04:51:45,R_76gzAQxU5hiO9ds,,,,,36.0229,-78.9464,anonymous,EN,Desktop or laptop,Yes,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Start,
2025-04-01 04:53:45,2025-04-01 04:53:57,IP Address,99.92.48.185,100,12,True,2025-04-01 04:53:58,R_7ircbV1nNcdZNUl,,,,,36.0229,-78.9464,anonymous,EN,Desktop or laptop,Yes,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Start,
2025-04-01 04:56:58,2025-04-01 05:18:59,IP Address,99.92.48.185,100,1320,True,2025-04-01 05:18:59,R_5WliV0plj6DCsut,,,,,36.0229,-78.9464,anonymous,EN,Desktop or laptop,Yes,english,6.805,21.118,22.833,5,,no penalty,Neither,7.315,19.832,21.087,4,,no penalty,Neither,8.408,8.408,29.997,1,,5% penalty,Very Praiseworthy,7.402,16.155,20.467,5,,no penalty,A Little Praiseworthy,8.459,15.793,16.869,5,,no penalty,Neither,11.893,24.533,26.457,5,,2% penalty,A Little Blameworthy,4,13.792,14.655,4,,no penalty,A Little Praiseworthy,1.649,38.185,40.77,5,,no penalty,A Little Praiseworthy,5.4,33.362,35.774,7,,no penalty,Neither,4.927,37.539,39.122,7,,no penalty,Neither,10.561,30.129,32.333,4,,no penalty,Neither,3.471,11.788,12.908,5,,no penalty,A Little Praiseworthy,10.386,24.17,25.047,5,,no penalty,,9.425,37.623,38.38,5,,2% penalty,Moderately Blameworthy,9.529,34.531,35.445,7,,2% penalty,A Little Blameworthy,12.09,31.518,33.368,4,,no penalty,A Little Praiseworthy,9.709,33.026,34.053,6,,no penalty,A Little Praiseworthy,16.887,39.546,40.609,5,,no penalty,A Little Praiseworthy,7.972,59.275,62.846,7,,2% penalty,A Little Blameworthy,20.992,41.877,42.793,5,,no penalty,Neither,13.101,48.159,49.413,6,,3% penalty,A Little Blameworthy,5.201,45.067,46.018,5,,no penalty,Moderately Praiseworthy,,,,,Slightly good,Slightly good,,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Female,,Right-handed,White,25,Somewhat Liberal,Slightly Liberal,Other,,Very religious,Married,"Doctorate degree (examples: PhD, EdD)",Employed for wages full-time,Not sure/prefer not to answer,Yup!  I will email them,,23,Start,ALLOC10
2025-04-01 15:28:43,2025-04-01 15:29:05,Survey Preview,,100,22,True,2025-04-01 15:29:06,R_7Yyui0xsOuxHdIt,,,,,36.0229,-78.9464,preview,EN,Desktop or laptop,Yes,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Start,
2025-04-02 08:43:43,2025-04-02 08:48:29,IP Address,152.3.43.54,100,285,True,2025-04-02 08:48:30,R_6qBvskF4vVcbwxb,,,,,36.0229,-78.9464,anonymous,EN,Desktop or laptop,Yes,eng,1.732,4.858,5.964,4,3,4% penalty,Very Blameworthy,1.816,7.276,8.57,6,5,3% penalty,Very Blameworthy,2.595,6.742,7.994,4,,3% penalty,Moderately Blameworthy,2.022,4.864,6.218,4,32,4% penalty,A Little Blameworthy,1.95,4.631,5.995,4,4,4% penalty,Very Blameworthy,6.901,10.142,11.28,4,6,2% penalty,Moderately Blameworthy,1.659,4.921,6.335,4,6,5% penalty,A Little Blameworthy,1.495,4.458,5.987,3,4,5% penalty,Neither,7.097,11.714,13.306,5,5,3% penalty,Moderately Blameworthy,3.108,6.984,8.401,5,3,4% penalty,Moderately Praiseworthy,2.31,5.694,6.897,4,4,4% penalty,A Little Praiseworthy,1.593,4.83,6.082,4,3,4% penalty,Moderately Blameworthy,0.945,7.626,8.712,8,1,4% penalty,Moderately Blameworthy,1.594,5.04,6.311,4,5,3% penalty,Very Blameworthy,2.307,5.642,7.004,4,5,3% penalty,Moderately Blameworthy,1.755,4.894,6.251,4,4,5% penalty,Moderately Blameworthy,1.695,6.791,7.673,6,4,5% penalty,Moderately Praiseworthy,1.518,4.921,5.859,4,2,2% penalty,Neither,1.592,5.454,6.974,4,0,1% penalty,A Little Praiseworthy,1.496,5.138,6.312,4,3,4% penalty,Moderately Praiseworthy,1.495,4.851,6.087,4,3,4% penalty,Moderately Praiseworthy,2.032,5.623,6.804,4,4,4% penalty,A Little Praiseworthy,Neither Difficult nor Easy,Slightly confident,testing,No,Not at all good,Slightly good,Rarely,Somewhat,Somewhat,Slightly,Not at all,Somewhat,Completely,Slightly,Slightly,Very much,Slightly,Somewhat,Not at all,Completely,Very much,Not at all,Male,,Left-handed,Asian,23,Slightly Liberal,Somewhat Liberal,Christianity/Catholic,,Somewhat religious,Separated,"Some high school, no diploma","Employed for wages part-time,Out of work, but not currently looking for work","$20,001 - $40,000",testing testing,67e43f833cbc162990372808,23,Start,ALLOC16
2025-04-02 09:18:33,2025-04-02 09:23:03,IP Address,152.3.43.54,100,270,True,2025-04-02 09:23:04,R_7Jc7sufBT9s0iPf,,,,,36.0229,-78.9464,anonymous,EN,Desktop or laptop,Yes,eng,0.918,5.153,5.418,8,9,4% penalty,Very Praiseworthy,1.352,8.98,9.518,10,0,no penalty,Neither,0.862,8.335,8.918,8,,5% penalty,Very Praiseworthy,2.139,30.125,32.268,5,3,3% penalty,Very Blameworthy,0.725,3.961,4.305,7,8,4% penalty,Moderately Blameworthy,0.859,6.14,6.722,8,3,4% penalty,Moderately Blameworthy,1.411,7.434,8.296,9,3,5% penalty,Moderately Blameworthy,0.865,4.109,5.206,8,8,4% penalty,Very Blameworthy,2.203,6.939,7.459,7,4,5% penalty,Very Blameworthy,0.962,5.147,5.592,7,7,3% penalty,A Little Praiseworthy,0.563,5.184,5.436,11,4,5% penalty,Very Blameworthy,2.461,5.479,6.033,7,6,4% penalty,Neither,1.044,5.008,6.351,7,5,5% penalty,Moderately Blameworthy,1.014,4.017,4.206,7,5,4% penalty,Very Blameworthy,0.681,5.192,5.626,9,8,4% penalty,Very Blameworthy,0.806,4.646,4.926,10,6,4% penalty,A Little Praiseworthy,2.143,16.868,17.554,7,3,4% penalty,Moderately Blameworthy,2.396,9.487,10.354,4,4,3% penalty,Very Blameworthy,0.584,5.166,5.495,10,3,5% penalty,Very Blameworthy,0.812,4.66,4.931,8,8,4% penalty,Very Blameworthy,0.788,3.955,4.762,7,8,4% penalty,Moderately Blameworthy,0.922,5.214,5.68,7,4,4% penalty,A Little Blameworthy,Very Difficult,Slightly confident,testtest,Yes,Very good,Somewhat good,Never,Somewhat,Somewhat,Somewhat,Slightly,Somewhat,Completely,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Slightly,Somewhat,Very much,Slightly,Male,,Left-handed,Hispanic,34,Slightly Liberal,Slightly Conservative,Buddhism,,Somewhat religious,Separated,"High school graduate (high school diploma, or a legally-accepted equivalent)","Out of work, but not currently looking for work,A homemaker","$250,001+","no, test",67e43f833cbc162990372808,23,"Start, ALLOC15, ALLOC16, ALLOC1, ALLOC6, ALLOC9, ALLOC17, Attention Check 1, ALLOC10, ALLOC12, ALLOC18, ALLOC14, ALLOC13, ALLOC13, ALLOC19, ALLOC8, Attention Check 2, ALLOC2, ALLOC7, ALLOC11, ALLOC20, ALLOC4, ALLOC5",ALLOC5
2025-04-02 09:32:06,2025-04-02 09:43:09,IP Address,99.92.48.185,100,662,True,2025-04-02 09:43:10,R_32QGHcuUWzaZMMg,,,,,36.0229,-78.9464,anonymous,EN,Desktop or laptop,Yes,english,54.059,55.216,56.183,3,,1% penalty,Very Blameworthy,2.83,14.441,16.015,5,1,4% penalty,Very Blameworthy,70.02,71.583,72.379,3,,5% penalty,Very Blameworthy,2.531,20.493,21.46,8,2,2% penalty,Very Blameworthy,3.343,8.529,9.416,5,3,5% penalty,Very Blameworthy,4.855,8.617,9.662,4,1,no penalty,Very Blameworthy,3.942,7.35,8.425,4,1,no penalty,Very Blameworthy,19.627,23.797,42.884,4,2,5% penalty,Very Blameworthy,3.483,6.563,8.174,4,3,5% penalty,Very Blameworthy,4.646,8.168,9.194,4,3,no penalty,Very Blameworthy,3.996,7.252,7.984,4,4,1% penalty,Very Blameworthy,3.805,7.686,9.074,4,3,5% penalty,Very Blameworthy,8.062,88.463,89.303,6,2,,Moderately Blameworthy,4.739,8.213,9.188,4,1,3% penalty,Very Blameworthy,11.784,19.893,29.778,4,3,5% penalty,Very Blameworthy,3.487,6.844,8.094,4,2,5% penalty,Very Blameworthy,3.743,7.363,8.373,4,3,5% penalty,Very Blameworthy,4.352,8.447,9.91,4,3,1% penalty,Very Blameworthy,3.455,7.052,7.879,5,3,1% penalty,Moderately Blameworthy,2.498,8.423,9.699,5,3,5% penalty,Very Blameworthy,5.089,9.595,10.575,4,3,5% penalty,Very Blameworthy,4.238,7.956,9.14,4,4,5% penalty,Moderately Blameworthy,Very Easy,Slightly confident,hghg,No,Not at all good,Not at all good,Always,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Other,,Ambidextrous,Hispanic,3,Extremely Conservative,Extremely Conservative,Hinduism,,Somewhat religious,Separated,"Some high school, no diploma","Out of work, and looking for work","$80,001 - $100,000",this is a test by Jana,,23,"Start, ALLOC13, ALLOC6, ALLOC11, ALLOC12, ALLOC4, ALLOC8, Attention Check 1, ALLOC15, ALLOC1, ALLOC18, ALLOC2, ALLOC20, ALLOC20, ALLOC5, ALLOC17, Attention Check 2, ALLOC9, ALLOC14, ALLOC19, ALLOC7, ALLOC10, ALLOC16",ALLOC16
2025-04-02 10:40:33,2025-04-02 10:46:56,IP Address,152.3.43.54,100,382,True,2025-04-02 10:46:56,R_5jI57v0wkXbhrm9,,,,,36.0229,-78.9464,anonymous,EN,Desktop or laptop,Yes,eng,3.033,6.027,7.287,4,2,3% penalty,A Little Praiseworthy,1.55,9.832,10.95,6,0,no penalty,Neither,5.057,11.569,12.6,5,5,5% penalty,Moderately Praiseworthy,2.028,4.6,6.193,4,3,2% penalty,Moderately Blameworthy,8.592,19.466,21.426,11,2,2% penalty,Moderately Blameworthy,1.959,5.266,7.168,5,2,4% penalty,Moderately Blameworthy,4.269,8.683,9.292,5,4,1% penalty,A Little Blameworthy,1.525,7.39,8.6,5,4,1% penalty,Moderately Blameworthy,7.584,13.25,14.577,5,3,4% penalty,A Little Blameworthy,3.063,6.729,7.913,4,3,2% penalty,A Little Praiseworthy,3.255,13.167,14.54,5,2,2% penalty,A Little Blameworthy,4.905,8.312,10.106,5,2,2% penalty,Moderately Blameworthy,2.932,6.002,7.646,4,2,1% penalty,A Little Blameworthy,3.367,5.566,7.079,4,2,2% penalty,Neither,3.321,6.418,12.702,4,2,2% penalty,Moderately Blameworthy,2.91,5.278,7.163,4,3,2% penalty,Moderately Blameworthy,1.794,15.749,16.875,11,1,2% penalty,Moderately Blameworthy,1.782,24.635,25.244,14,2,2% penalty,Moderately Blameworthy,2.459,6.237,8.469,4,3,3% penalty,A Little Blameworthy,1.513,4.936,6.077,5,4,5% penalty,Moderately Blameworthy,3.138,5.449,6.629,4,2,1% penalty,A Little Blameworthy,4.438,7.477,8.924,4,2,2% penalty,Moderately Blameworthy,Neither Difficult nor Easy,Slightly confident,lkj,Yes,Very good,Slightly good,Sometimes,Not at all,Somewhat,Not at all,Completely,Somewhat,Somewhat,Somewhat,Slightly,Completely,Very much,Somewhat,Completely,Very much,Somewhat,Very much,Female,,Ambidextrous,Asian,9,Moderate,Somewhat Liberal,Christianity/Non-Catholic,,Very religious,Separated,Nursery school to 8th grade,"Out of work, and looking for work","$100,001 - $150,000",no,67e43f833cbc162990372808,25,"Start, ALLOC13, ALLOC17, ALLOC16, ALLOC16, ALLOC16, ALLOC15, Attention Check 1, ALLOC11, ALLOC11, ALLOC18, ALLOC6, ALLOC10, ALLOC5, ALLOC20, ALLOC9, Attention Check 2, ALLOC4, ALLOC14, ALLOC2, ALLOC7, ALLOC19, ALLOC12, ALLOC1, ALLOC8",ALLOC8
2025-04-02 11:12:58,2025-04-02 11:37:00,IP Address,89.46.3.140,100,1441,True,2025-04-02 11:37:00,R_3xo6rxGGIV3LvDb,,,,,43.5213,-73.2471,anonymous,EN,Desktop or laptop,Yes,english,2.811,26.264,27.825,6,25,no penalty,Very Praiseworthy,7.75,59.813,61.523,6,0,no penalty,Neither,2.595,31.041,33.783,6,5,5% penalty,Moderately Praiseworthy,4.79,69.844,85.347,10,25,no penalty,Very Praiseworthy,3.247,40.916,42.947,8,25,1% penalty,Neither,5.05,41.739,43.338,6,25,5% penalty,Very Praiseworthy,6.486,36.724,37.401,6,80,no penalty,Very Praiseworthy,6.763,43.303,44.173,6,5,no penalty,Very Praiseworthy,3.966,37.577,39.152,6,70,5% penalty,Very Blameworthy,2.895,35.551,37.129,6,5,2% penalty,Neither,6.176,39.178,43.9,6,20,no penalty,A Little Praiseworthy,7.155,38.652,40.544,7,30,no penalty,Very Praiseworthy,9.597,49.986,55.146,7,15,3% penalty,A Little Blameworthy,3.402,38.362,39.689,7,25,5% penalty,Very Blameworthy,5.644,39.368,41.278,6,20,4% penalty,A Little Praiseworthy,2.826,32.385,33.28,6,50,no penalty,Moderately Praiseworthy,4.553,56.445,58.254,7,50,no penalty,Very Praiseworthy,3.043,32.362,33.158,7,15,no penalty,Moderately Praiseworthy,5.11,41.172,42.491,7,35,5% penalty,Very Blameworthy,5.839,57.615,59.044,5,40,no penalty,Moderately Praiseworthy,4.118,39,40.139,8,40,5% penalty,Very Blameworthy,4.151,37.797,38.689,6,20,no penalty,Moderately Praiseworthy,Neither Difficult nor Easy,Completely Confident,"In the distribution of aid, I used damage severity and preparation. Prepared provinces (declared emergencies) received more and no punishment, while negligent provinces were punished. Decisions were made on fairness and accountability.",No,Very good,Extremely good,Always,Very much,Completely,Very much,Very much,Completely,Completely,Very much,Completely,Completely,Very much,Completely,Completely,Very much,Completely,Very much,Male,,Left-handed,White,43,Moderate,Moderate,Christianity/Catholic,,Very religious,Married,"Some college, but no college degree",Employed for wages part-time,"$100,001 - $150,000",no,67eb1d06413bd17867147769,23,"Start, ALLOC11, ALLOC2, ALLOC6, ALLOC4, ALLOC13, ALLOC17, Attention Check 1, ALLOC9, ALLOC18, ALLOC15, ALLOC7, ALLOC16, ALLOC5, ALLOC1, ALLOC1, Attention Check 2, ALLOC8, ALLOC10, ALLOC19, ALLOC14, ALLOC12, ALLOC20",ALLOC20
